id,year,question,title,source_filename,source_pdf,markdown_file,file_size,sha256,conversion_status,conversion_tool,notes,original_path
B22104870143,2022,B,,B22104870143.pdf,papers/2022/B/B22104870143.pdf,knowledge_base/2022/B/B22104870143.md,3181360,ba7977544ad1f65990e011e45c59ff2de0310e82dc4ae196b444af57e1a07f93,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/B22104870143.pdf
B22105300030,2022,B,,B22105300030.pdf,papers/2022/B/B22105300030.pdf,knowledge_base/2022/B/B22105300030.md,3789713,2e4a14ce1ad1721e3bc0d2d4ee1047dc7ecc5badffbe303ba8b72ad7f71aef59,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/B22105300030.pdf
B22106140009,2022,B,,B22106140009.pdf,papers/2022/B/B22106140009.pdf,knowledge_base/2022/B/B22106140009.md,1759750,bb9c1003ae99d7383225024ecc095ef207e11805b2fa7ec488709921b6f86897,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/B22106140009.pdf
B22110490001,2022,B,,B22110490001.pdf,papers/2022/B/B22110490001.pdf,knowledge_base/2022/B/B22110490001.md,1561781,0e7b28a3f5bc86ecf76b8073e44e048e8f595479cd610f25497dd574bc6013b8,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/B22110490001.pdf
C22103190082,2022,C,,C22103190082.pdf,papers/2022/C/C22103190082.pdf,knowledge_base/2022/C/C22103190082.md,2370799,a8df9e907b826b01a2c5dc7c1176b6e58dc0e92c70db183e8e56d2ba37719d5c,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/C22103190082.pdf
C22103360057,2022,C,,C22103360057.pdf,papers/2022/C/C22103360057.pdf,knowledge_base/2022/C/C22103360057.md,2146131,5837d7d5283d8cca31b171d3b97144e8b9945f3b059acd7bd0fd5d69421aeca7,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/C22103360057.pdf
C22103560098,2022,C,,C22103560098.pdf,papers/2022/C/C22103560098.pdf,knowledge_base/2022/C/C22103560098.md,1094236,560712b8aa46dc0b22c62a9de6f6961527e31d403ab921fc37f19db582bfa53b,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/C22103560098.pdf
C22105330245,2022,C,,C22105330245.pdf,papers/2022/C/C22105330245.pdf,knowledge_base/2022/C/C22105330245.md,2581721,c109ebf5fa9c8ebe5bf0a4c5afffb1d1a1b469a57f1c99b70cd2ee7809252f76,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/C22105330245.pdf
C22105930028,2022,C,,C22105930028.pdf,papers/2022/C/C22105930028.pdf,knowledge_base/2022/C/C22105930028.md,978801,8b44b3955a1d70bd8da21b5a5e0eec8cc4cd2e28295133b8d93262c8d0c6acde,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/C22105930028.pdf
C22106130232,2022,C,,C22106130232.pdf,papers/2022/C/C22106130232.pdf,knowledge_base/2022/C/C22106130232.md,1916405,050ba3aea273df80fbb7e1fec30cf98a9e05483115c3588cad5bb2129c33f6ae,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/C22106130232.pdf
C22106140003,2022,C,,C22106140003.pdf,papers/2022/C/C22106140003.pdf,knowledge_base/2022/C/C22106140003.md,1519988,5fa92336a1b190ea466679f9d286761aa8b3f9e69d6894e9bb2849890b6d76c3,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/C22106140003.pdf
D22102920026,2022,D,,D22102920026.pdf,papers/2022/D/D22102920026.pdf,knowledge_base/2022/D/D22102920026.md,1472009,e1e8632f2e10f0aeceeb759a2ad185f2e9e3cd0da49979a2d7f3c0e63e757dba,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/D22102920026.pdf
D22102930009,2022,D,,D22102930009.pdf,papers/2022/D/D22102930009.pdf,knowledge_base/2022/D/D22102930009.md,2148989,7dcd04bc43998ae2809ebf5ee4aee6cf46787ad43da050c3175321ad09ddd4ce,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/D22102930009.pdf
D22103360092,2022,D,,D22103360092.pdf,papers/2022/D/D22103360092.pdf,knowledge_base/2022/D/D22103360092.md,1601579,8d7c36f66d10ffe596558a9485b3f3e21d11e547f7d64862871366aea55f646a,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/D22103360092.pdf
D22104760020,2022,D,,D22104760020.pdf,papers/2022/D/D22104760020.pdf,knowledge_base/2022/D/D22104760020.md,2168810,e69dbf4920acd3a5acf085c3bec666c912ca80de3354034428139fd601c022fd,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/D22104760020.pdf
D22106990096,2022,D,,D22106990096.pdf,papers/2022/D/D22106990096.pdf,knowledge_base/2022/D/D22106990096.md,2667361,df2e78d06070723a3db87044bd797c75554e2575b19622acc6a97be312b15d2c,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/D22106990096.pdf
D22900310001,2022,D,,D22900310001.pdf,papers/2022/D/D22900310001.pdf,knowledge_base/2022/D/D22900310001.md,4155466,d2dcf699065312cdc2800192b2c04113327f1edde340aaf91e16e566929cfb26,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/D22900310001.pdf
D22910040028,2022,D,,D22910040028.pdf,papers/2022/D/D22910040028.pdf,knowledge_base/2022/D/D22910040028.md,1123171,7751354cf5ca70ae0677af0acb616e981ffbc832b6796fc5cac2ac1834363dee,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/D22910040028.pdf
E22100160013,2022,E,,E22100160013.pdf,papers/2022/E/E22100160013.pdf,knowledge_base/2022/E/E22100160013.md,2206321,ea0ba69ea7db84dfa92d7aebab66a4d76aafb61ea2aa1734116cab5d2a2114eb,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/E22100160013.pdf
E22103040108,2022,E,,E22103040108.pdf,papers/2022/E/E22103040108.pdf,knowledge_base/2022/E/E22103040108.md,5354013,84521bb3d18a2466df197a4907611024a14a59ca642c2beced3af45dd476145f,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/E22103040108.pdf
E22103350038,2022,E,,E22103350038.pdf,papers/2022/E/E22103350038.pdf,knowledge_base/2022/E/E22103350038.md,11935564,5c26affd748a07994f8922be235412906b5b338fddbd12576f5f76801aa0422d,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/E22103350038.pdf
E22104860014,2022,E,,E22104860014.pdf,papers/2022/E/E22104860014.pdf,knowledge_base/2022/E/E22104860014.md,10165824,3fe8db58775d13e7ec3c911330eaf4abf04613be289b70152ab698ad875f097c,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/E22104860014.pdf
E22104870114,2022,E,,E22104870114.pdf,papers/2022/E/E22104870114.pdf,knowledge_base/2022/E/E22104870114.md,2979204,4047c1a98e1a00243d7da769bc2559652c66ac885781b16ec35ec3ab33c9ab8d,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/E22104870114.pdf
E22106110005,2022,E,,E22106110005.pdf,papers/2022/E/E22106110005.pdf,knowledge_base/2022/E/E22106110005.md,2701398,c5d89a8d89358c8ce04f55b74943d994d6b5b606e562b5e55e8e69e5a3e765e7,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/E22106110005.pdf
E22107100039,2022,E,,E22107100039.pdf,papers/2022/E/E22107100039.pdf,knowledge_base/2022/E/E22107100039.md,3863049,6e3f56650ebc09a007fbd3917b0f82ddae5251842d511ac28a181aa1e4120ff6,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/E22107100039.pdf
F22100090053,2022,F,,F22100090053.pdf,papers/2022/F/F22100090053.pdf,knowledge_base/2022/F/F22100090053.md,6139193,c96e8a64f25b48b85df71ae9335226056eca2d71214d47cad0ad52bad91a527b,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/F22100090053.pdf
F22101470006,2022,F,,F22101470006.pdf,papers/2022/F/F22101470006.pdf,knowledge_base/2022/F/F22101470006.md,8596086,14817f01a096e957cb9f1130ad1339c90b5faf2ae59d45abb2c134b54240d1d3,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/F22101470006.pdf
F22102540295,2022,F,,F22102540295.pdf,papers/2022/F/F22102540295.pdf,knowledge_base/2022/F/F22102540295.md,7138446,b9f044b3f565dc4bf3b08d534c961250b01ae690c89cfeaef0d8590dfa8b3a15,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/F22102540295.pdf
F22102980006,2022,F,,F22102980006.pdf,papers/2022/F/F22102980006.pdf,knowledge_base/2022/F/F22102980006.md,6217944,2b02838f289df47a222e52286eba3887d2d7fba9130a2895fac3e0331a6d1372,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/F22102980006.pdf
F22103570053,2022,F,,F22103570053.pdf,papers/2022/F/F22103570053.pdf,knowledge_base/2022/F/F22103570053.md,3750030,fb0babe524b9e71f1dab15b0e5f00eda87e2b45dc8be9d6d1600ea8e7730ebc9,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/F22103570053.pdf
F22105330345,2022,F,,F22105330345.pdf,papers/2022/F/F22105330345.pdf,knowledge_base/2022/F/F22105330345.md,6877046,4f407ad33c7a8ec76e2a8206cfc091ad48969ed3cb2e3d5e5bed6825f2e40efb,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/F22105330345.pdf
F22106150018,2022,F,,F22106150018.pdf,papers/2022/F/F22106150018.pdf,knowledge_base/2022/F/F22106150018.md,25762499,5bbfdd257360b6c75ac6afb719ebbfe4c94d348dd427676644932380d211ec60,success,Microsoft MarkItDown 0.1.7,,2022年研究生数学建模优秀论文选/F22106150018.pdf
A23100070049,2023,A,,A23100070049.pdf,papers/2023/A/A23100070049.pdf,knowledge_base/2023/A/A23100070049.md,2405135,d33556a20cd948a1a64b448a798d7bd5199ed33e64b8b42f9c9066718709cc1a,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/A23100070049.pdf
A23102470073,2023,A,,A23102470073.pdf,papers/2023/A/A23102470073.pdf,knowledge_base/2023/A/A23102470073.md,4136438,aa54a343324fc710c752ea7b69e867ea0aad0718984b8e6a64bfdcc18c6168cb,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/A23102470073.pdf
A23102480015,2023,A,,A23102480015.pdf,papers/2023/A/A23102480015.pdf,knowledge_base/2023/A/A23102480015.md,2426217,7db2e491ea02eb7c01688033655cabb5078c01df430d7b24d236ffcbc6c5376b,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/A23102480015.pdf
A23102860239,2023,A,,A23102860239.pdf,papers/2023/A/A23102860239.pdf,knowledge_base/2023/A/A23102860239.md,6039206,38d57aaa359c2dc862f4747d20e8078f40aabccab210f4bc358e70c97eb96802,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/A23102860239.pdf
A23102890028,2023,A,,A23102890028.pdf,papers/2023/A/A23102890028.pdf,knowledge_base/2023/A/A23102890028.md,1868103,1c7b883fad088a25a29c04754435150623e3b661bfbf8fa7e5f600a75a7d3e16,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/A23102890028.pdf
A23103360079,2023,A,,A23103360079.pdf,papers/2023/A/A23103360079.pdf,knowledge_base/2023/A/A23103360079.md,38067441,a59d579510dd4db685d173d2d7206f77ae0a606bffe06307792c022ebb9a1825,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/A23103360079.pdf
A23103840031,2023,A,,A23103840031.pdf,papers/2023/A/A23103840031.pdf,knowledge_base/2023/A/A23103840031.md,3751660,72276b20f6a2c1e39ccd4b127977bb2ceda2dbb8c55e201d85c45db5f63306ec,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/A23103840031.pdf
A23104220005,2023,A,,A23104220005.pdf,papers/2023/A/A23104220005.pdf,knowledge_base/2023/A/A23104220005.md,6099206,086b5ef5b2e520ad91c201f5febea0257ca28a245dc9cecb323787c043f8481d,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/A23104220005.pdf
A23104860166,2023,A,,A23104860166.pdf,papers/2023/A/A23104860166.pdf,knowledge_base/2023/A/A23104860166.md,3374506,a950543026bccb49372f015c9d0f37ba23cee9086c2c4cfd91d1df8981236094,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/A23104860166.pdf
A23105330383,2023,A,,A23105330383.pdf,papers/2023/A/A23105330383.pdf,knowledge_base/2023/A/A23105330383.md,2270732,42d4cb93c11a8aa4f65c0122c49743e7cc535075bc6292cfbac59912c532bcc3,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/A23105330383.pdf
B23100070010,2023,B,,B23100070010.pdf,papers/2023/B/B23100070010.pdf,knowledge_base/2023/B/B23100070010.md,9835840,dae1f5b0084b890f57cf5f32d50624813c50142e80facec528dec185b4caf873,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/B23100070010.pdf
B23100070173,2023,B,,B23100070173.pdf,papers/2023/B/B23100070173.pdf,knowledge_base/2023/B/B23100070173.md,1175715,49bb7b3ca5c8350b5183e4222dc2d46bf1682dfb0df499206fdc483ebb02717c,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/B23100070173.pdf
B23102870003,2023,B,,B23102870003.pdf,papers/2023/B/B23102870003.pdf,knowledge_base/2023/B/B23102870003.md,3783210,b7a22c7d8dc68982aa21eeba3cfc289fd0d6749796043f43e761c77726706c5d,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/B23102870003.pdf
B23102870182,2023,B,,B23102870182.pdf,papers/2023/B/B23102870182.pdf,knowledge_base/2023/B/B23102870182.md,1895408,46c8d34af2e32b77966cfe61b9c745aca5b326ccb0b3bb795c5bcd6574683df0,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/B23102870182.pdf
B23103360062,2023,B,,B23103360062.pdf,papers/2023/B/B23103360062.pdf,knowledge_base/2023/B/B23103360062.md,3288590,6cbfad8403821d8c38499e4f04419234a217fc711be8f9b68a9a669f5466e945,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/B23103360062.pdf
B23104860044,2023,B,,B23104860044.pdf,papers/2023/B/B23104860044.pdf,knowledge_base/2023/B/B23104860044.md,2048089,64cda80c093d013f314ee3d170ffc91275b7eef47b65648b3c0c697917a4b8cb,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/B23104860044.pdf
B23105580005,2023,B,,B23105580005.pdf,papers/2023/B/B23105580005.pdf,knowledge_base/2023/B/B23105580005.md,3295504,70e16c297762eaf54e3cdd02b6d9d957a5e7c94d680aef366f7e1eeb98f1c7b0,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/B23105580005.pdf
B23106140164,2023,B,,B23106140164.pdf,papers/2023/B/B23106140164.pdf,knowledge_base/2023/B/B23106140164.md,1584461,51de99418dca5259b04776c5f9fa6a2495a462ee7418d171f13434d722527a06,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/B23106140164.pdf
B23111170006,2023,B,,B23111170006.pdf,papers/2023/B/B23111170006.pdf,knowledge_base/2023/B/B23111170006.md,1740170,3777ef9199df5b2746cbf837d5c88aa5ee13c39a2e426f2b5f2d911178df9094,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/B23111170006.pdf
C23102540029,2023,C,,C23102540029.pdf,papers/2023/C/C23102540029.pdf,knowledge_base/2023/C/C23102540029.md,3617240,feb372a7fb5a8688de384182401fe0f642da7763f50f74e7ee0a1a22b7641230,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/C23102540029.pdf
C23102890004,2023,C,,C23102890004.pdf,papers/2023/C/C23102890004.pdf,knowledge_base/2023/C/C23102890004.md,2029504,673a7f1386a6bcf5b57cdfbea26340d48d6c007d8d59c665ce3db9c88dbbc930,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/C23102890004.pdf
C23102980125,2023,C,,C23102980125.pdf,papers/2023/C/C23102980125.pdf,knowledge_base/2023/C/C23102980125.md,3315112,efe4b18e0137bc26cff4923090298201e2c6167a69d18d7b5de59ecfa0450c96,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/C23102980125.pdf
C23103360083,2023,C,,C23103360083.pdf,papers/2023/C/C23103360083.pdf,knowledge_base/2023/C/C23103360083.md,2351666,bc314e5321d42149caeb75ebd83cf6eb87915aa9542274a4f85d2ede4244c6ce,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/C23103360083.pdf
C23103510013,2023,C,,C23103510013.pdf,papers/2023/C/C23103510013.pdf,knowledge_base/2023/C/C23103510013.md,4070071,b1676f55c0cc281147aa0f6a983a77b410a8c841e5fcb9710fb8e5b663ff1050,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/C23103510013.pdf
C23104080013,2023,C,,C23104080013.pdf,papers/2023/C/C23104080013.pdf,knowledge_base/2023/C/C23104080013.md,4230286,6fbdbaff47ee945d88648fe8142239ad53bb18d94114de1158745ca3ea0d45f4,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/C23104080013.pdf
C23106130016,2023,C,,C23106130016.pdf,papers/2023/C/C23106130016.pdf,knowledge_base/2023/C/C23106130016.md,4993713,49b9b98f4a84aa5278363ad6d8e8cab1c0b0781e35a13d629e76f3fbe7fe3731,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/C23106130016.pdf
C23106570312,2023,C,,C23106570312.pdf,papers/2023/C/C23106570312.pdf,knowledge_base/2023/C/C23106570312.md,12405401,cef9478761aa1f7206f009a47fa96ca490f0780792f68d9a6a25f3ca1a752a09,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/C23106570312.pdf
C23107120024,2023,C,,C23107120024.pdf,papers/2023/C/C23107120024.pdf,knowledge_base/2023/C/C23107120024.md,6950584,1907bb2e271a72c879baac5c28f26dab75737893cdaaa96423801cef7278c5d8,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/C23107120024.pdf
C23910020010,2023,C,,C23910020010.pdf,papers/2023/C/C23910020010.pdf,knowledge_base/2023/C/C23910020010.md,3194081,8a00ec073b286676f359adc89ffb4095134b96d56ac7571525d66505b875aed2,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/C23910020010.pdf
D23100060041,2023,D,,D23100060041.pdf,papers/2023/D/D23100060041.pdf,knowledge_base/2023/D/D23100060041.md,6202937,b4e6c7b24c303140b0913928cf352162a050f41c693ec31c014ac1e4cd278ccf,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/D23100060041.pdf
D23102690008,2023,D,,D23102690008.pdf,papers/2023/D/D23102690008.pdf,knowledge_base/2023/D/D23102690008.md,3984495,062fc33a37d6403de410f195362cb031bb301f82875d2b87d64703b6a09c01cc,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/D23102690008.pdf
D23102860126,2023,D,,D23102860126.pdf,papers/2023/D/D23102860126.pdf,knowledge_base/2023/D/D23102860126.md,5612899,b8a48b1b4ddbec753e50e75374809412193b7c1a8701a98651b32b911d72da7b,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/D23102860126.pdf
D23103560099,2023,D,,D23103560099.pdf,papers/2023/D/D23103560099.pdf,knowledge_base/2023/D/D23103560099.md,5640462,bf89ccf0a9929033797fb29d684cf4e300bf6bd72aa9f95a486c03cca77cff1b,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/D23103560099.pdf
D23104860011,2023,D,,D23104860011.pdf,papers/2023/D/D23104860011.pdf,knowledge_base/2023/D/D23104860011.md,5798021,23de320a89c922c15f41d98677829b80956a7954d60bd1b8542879b95e52ab41,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/D23104860011.pdf
D23105330094,2023,D,,D23105330094.pdf,papers/2023/D/D23105330094.pdf,knowledge_base/2023/D/D23105330094.md,7015611,5fbfff1d5b3ca312ac49979fbcbaae9b62ab8b1c056745bca9122e253058205f,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/D23105330094.pdf
D23106350004,2023,D,,D23106350004.pdf,papers/2023/D/D23106350004.pdf,knowledge_base/2023/D/D23106350004.md,4705960,76e7c8072e5dc92f09c0aeb044ab9f11f3ed2241589713de6dc45beac0548d70,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/D23106350004.pdf
D23106740070,2023,D,,D23106740070.pdf,papers/2023/D/D23106740070.pdf,knowledge_base/2023/D/D23106740070.md,6432302,1bee7e22964baec7bdaf623809174864400325e5f9ca5c0d55d9051a3b960e16,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/D23106740070.pdf
D23116460172,2023,D,,D23116460172.pdf,papers/2023/D/D23116460172.pdf,knowledge_base/2023/D/D23116460172.md,2443732,b3d9ea23d3495984e4a27eae3aa75a1515113cab448a07d520b4d408e19ec1e1,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/D23116460172.pdf
E23100650012,2023,E,,E23100650012.pdf,papers/2023/E/E23100650012.pdf,knowledge_base/2023/E/E23100650012.md,5767144,8d1abbc798cc27e01322cb36adfe87c716f9425ad3b07d97c822a0c756fc41f3,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/E23100650012.pdf
E23102550019,2023,E,,E23102550019.pdf,papers/2023/E/E23102550019.pdf,knowledge_base/2023/E/E23102550019.md,10360788,7111ae76a0a000ae0667979809bb38eef9ce74f9a05dfbdfaae39cb50889d563,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/E23102550019.pdf
E23103530067,2023,E,,E23103530067.pdf,papers/2023/E/E23103530067.pdf,knowledge_base/2023/E/E23103530067.md,7149082,832ce085bf76e77e99333a3d0d1e291ea4d434340c819d6286471a5cabb94311,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/E23103530067.pdf
E23103570015,2023,E,,E23103570015.pdf,papers/2023/E/E23103570015.pdf,knowledge_base/2023/E/E23103570015.md,8126344,99a2b9a48592421914ec0a8f81e08bd96c8d4c1dab887b19df9efef2c260e718,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/E23103570015.pdf
E23104030073,2023,E,,E23104030073.pdf,papers/2023/E/E23104030073.pdf,knowledge_base/2023/E/E23104030073.md,4828844,66de2190ed124bc167b6f408ffd5e8be3202754d32a11784bbc049ccc60f2cfe,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/E23104030073.pdf
E23105330424,2023,E,,E23105330424.pdf,papers/2023/E/E23105330424.pdf,knowledge_base/2023/E/E23105330424.md,4613624,f9cacb683377d24ebc45ff1d0ab853156fe6c787c0406d7275202b91e4f6505a,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/E23105330424.pdf
E23106730076,2023,E,,E23106730076.pdf,papers/2023/E/E23106730076.pdf,knowledge_base/2023/E/E23106730076.md,6337896,e4aa59bc348d6f5024845eac75be973e12ab911e8566198f8a405bf2896fcc15,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/E23106730076.pdf
E23106980022,2023,E,,E23106980022.pdf,papers/2023/E/E23106980022.pdf,knowledge_base/2023/E/E23106980022.md,5902938,99b5b15c57778b8b82b5763759c0ba25adcbc232af0487c8e83e4b0e9498df71,success,Microsoft MarkItDown 0.1.7,,2023年研究生数学建模竞赛优秀论文选/E23106980022.pdf
